数据生成时间：2019-07-24 07:41
数据生成条件：
1. 时间范围：20190723
2. 时间单位：分日
3. 推广设备：移动设备，计算机
4. 投放网络：内部流量，搜索合作流量，百度首页流量，百度贴吧流量

账户,日期,推广计划,展现,点击,消费,平均点击价格,点击率,网页转化,电话转化,商桥转化,推广计划ID
"xa-lhszyy","2019-07-23","A-SQA-1-上环取环",48,3,3.65,1.22,6.25%,0,0,0,106065081
"xa-lhszyy","2019-07-23","A-RL-71-药流3",49,0,0.00,0.00,0.00%,0,0,0,106065083
"xa-lhszyy","2019-07-23","A-RL-70-药流1",11,0,0.00,0.00,0.00%,0,0,0,106065084
"xa-lhszyy","2019-07-23","A-RL-73-药流技术",29,1,12.36,12.36,3.45%,0,0,0,106065085
"xa-lhszyy","2019-07-23","A-RL-68-药流",46,1,4.43,4.43,2.17%,0,0,0,106065087
"xa-lhszyy","2019-07-23","A-CX-3-阴道出血-xx",367,18,61.34,3.41,4.90%,0,0,0,106065088
"xa-lhszyy","2019-07-23","A-FKJC-2-非-妇科检查",65,2,4.81,2.40,3.08%,0,0,0,106065090
"xa-lhszyy","2019-07-23","A-FKJC-3-综合",142,14,33.88,2.42,9.86%,0,0,0,106065091
"xa-lhszyy","2019-07-23","A-FKJC-5-[妇科检查]",25,3,6.83,2.28,12.00%,0,0,0,106065093
"xa-lhszyy","2019-07-23","A-FKJC-6-[妇科检查]",199,6,11.05,1.84,3.02%,0,0,0,106065094
"xa-lhszyy","2019-07-23","A-BD-1-白带异常",127,14,23.03,1.65,11.02%,0,0,0,106065096
"xa-lhszyy","2019-07-23","A-BD-2-白带异常",566,60,77.59,1.29,10.60%,0,0,0,106065097
"xa-lhszyy","2019-07-23","A-BD-3-白带",143,10,13.46,1.35,6.99%,0,0,0,106065098
"xa-lhszyy","2019-07-23","A-BD-4-[白带异常]",88,14,18.37,1.31,15.91%,0,0,0,106065099
"xa-lhszyy","2019-07-23","A-BD-5-[白带异常]",294,24,26.09,1.09,8.16%,0,0,0,106065100
"xa-lhszyy","2019-07-23","A-BD-6-白带异常",238,28,30.24,1.08,11.76%,0,0,0,106065101
"xa-lhszyy","2019-07-23","A-CX-1-阴道出血",173,16,41.40,2.59,9.25%,0,0,0,106065102
"xa-lhszyy","2019-07-23","A-CX-2-阴道出血",50,2,6.13,3.07,4.00%,0,0,0,106065103
"xa-lhszyy","2019-07-23","A-RL-14-[时间]流量-m",43,0,0.00,0.00,0.00%,0,0,0,106065104
"xa-lhszyy","2019-07-23","A-RL-13-[人流]技术方法-m",12,0,0.00,0.00,0.00%,0,0,0,106065107
"xa-lhszyy","2019-07-23","A-RL-15-[人流]时间-周-m",16,1,10.53,10.53,6.25%,0,0,0,106065109
"xa-lhszyy","2019-07-23","A-RL-20-[打胎]时间-月周天-m",250,12,104.50,8.71,4.80%,0,0,0,106065110
"xa-lhszyy","2019-07-23","A-HY-1-妇科医院",247,8,36.45,4.56,3.24%,0,0,0,106065113
"xa-lhszyy","2019-07-23","A-RL-10-[人流]流量-杂-m",26,1,6.61,6.61,3.85%,0,0,0,106065116
"xa-lhszyy","2019-07-23","A-RL-1-[人流]时间-X天-m",15,0,0.00,0.00,0.00%,0,0,0,106065119
"xa-lhszyy","2019-07-23","A-RL-27-[人流]时间-月-m",114,5,48.34,9.67,4.39%,0,0,0,106065120
"xa-lhszyy","2019-07-23","A-RL-31-[人流]医院-地域流量1-m",31,0,0.00,0.00,0.00%,0,0,0,106065121
"xa-lhszyy","2019-07-23","A-RL-29-[打胎]费用-m",54,2,39.98,19.99,3.70%,0,0,0,106065122
"xa-lhszyy","2019-07-23","A-RL-26-[人流]费用-m",143,6,126.73,21.12,4.20%,0,0,0,106065123
"xa-lhszyy","2019-07-23","A-RL-30-[人流]医院-南京-m",6,0,0.00,0.00,0.00%,0,0,0,106065124
"xa-lhszyy","2019-07-23","A-RL-35-人流 MO 时间",449,20,192.79,9.64,4.45%,0,0,0,106065125
"xa-lhszyy","2019-07-23","A-RL-32-[人流]医院-流量-m",27,0,0.00,0.00,0.00%,0,0,0,106065126
"xa-lhszyy","2019-07-23","A-RL-3-[流产]时间-月周天-m",44,2,16.35,8.18,4.55%,0,0,0,106065127
"xa-lhszyy","2019-07-23","A-RL-21-人流 MO（低价）",258,4,53.00,13.25,1.55%,0,0,0,106065130
"xa-lhszyy","2019-07-23","A-RL-19-[流产]流量-m",39,1,2.63,2.63,2.56%,0,0,0,106065131
"xa-lhszyy","2019-07-23","A-RL-28-[人流]时间-天-m",95,3,31.61,10.54,3.16%,0,0,0,106065133
"xa-lhszyy","2019-07-23","A-RL-25-人流搜索词",173,5,101.06,20.21,2.89%,0,0,0,106065134
"xa-lhszyy","2019-07-23","A-RL-22-[人流]费用1-m",21,1,8.08,8.08,4.76%,0,0,0,106065135
"xa-lhszyy","2019-07-23","A-YZ-27-妇科炎症",57,7,11.25,1.61,12.28%,0,0,0,106065152
"xa-lhszyy","2019-07-23","A-YZ-9-重点词血疙瘩",302,19,34.15,1.80,6.29%,0,0,0,106065153
"xa-lhszyy","2019-07-23","A-YZ-8-疼-痛",246,12,18.05,1.50,4.88%,0,0,0,106065154
"xa-lhszyy","2019-07-23","A-YZ-19-[尿痛症状]",37,3,11.40,3.80,8.11%,0,0,0,106065155
"xa-lhszyy","2019-07-23","A-YZ-17-[阴道炎]",121,7,22.14,3.16,5.79%,0,0,0,106065156
"xa-lhszyy","2019-07-23","A-YZ-24-阴道炎",330,17,47.35,2.79,5.15%,0,0,0,106065157
"xa-lhszyy","2019-07-23","A-YZ-1-阴道炎-治疗",30,0,0.00,0.00,0.00%,0,0,0,106065158
"xa-lhszyy","2019-07-23","A-YZ-14-妇科炎症",178,10,25.27,2.53,5.62%,0,0,0,106065159
"xa-lhszyy","2019-07-23","A-ZX-2-阴道紧缩-xx",340,17,57.83,3.40,5.00%,0,0,0,106065163
"xa-lhszyy","2019-07-23","A-ZX-1-处女膜修复-xx",99,3,9.12,3.04,3.03%,0,0,0,106065164
"xa-lhszyy","2019-07-23","A-YZ-7-妇科炎症",40,1,2.03,2.03,2.50%,0,0,0,106065167
"xa-lhszyy","2019-07-23","A-YC-82-引产时间",59,0,0.00,0.00,0.00%,0,0,0,106065170
"xa-lhszyy","2019-07-23","A-YZ-10-疙瘩-痘-泡",124,7,12.51,1.79,5.65%,0,0,0,106065176
"xa-lhszyy","2019-07-23","A-YZ-15-阴道口-红-点",91,5,12.85,2.57,5.49%,0,0,0,106065177
"xa-lhszyy","2019-07-23","A-YJ-2-月经推迟-xx",256,15,19.37,1.29,5.86%,0,0,0,106065178
"xa-lhszyy","2019-07-23","A-YZ-12-疙瘩水泡痘痘",77,7,15.22,2.17,9.09%,0,0,0,106065179
"xa-lhszyy","2019-07-23","A-YJ-3-例假推迟早孕-xx",152,12,15.43,1.29,7.89%,0,0,0,106065181
"xa-lhszyy","2019-07-23","A-YC-87-（非地域）引产时间",93,1,6.34,6.34,1.08%,0,0,0,106065182
"xa-lhszyy","2019-07-23","A-YJ-1-月经不调-xx",147,13,17.24,1.33,8.84%,0,0,0,106065183
"xa-lhszyy","2019-07-23","A-HY [妇科医院]-妇科哪那",8,0,0.00,0.00,0.00%,0,0,0,71209434
"xa-lhszyy","2019-07-23","A-HY [妇科医院]-妇科咨询",42,1,2.03,2.03,2.38%,0,0,0,71209512
"xa-lhszyy","2019-07-23","A-RL [计生]-打掉",1,0,0.00,0.00,0.00%,0,0,0,101214201
"xa-lhszyy","2019-07-23","A-RL [计生]-打胎1",16,1,13.23,13.23,6.25%,0,0,0,101214203
"xa-lhszyy","2019-07-23","A-RL [人流]-人流医院2",3,0,0.00,0.00,0.00%,0,0,0,101214215
"xa-lhszyy","2019-07-23","A-YC-49-引产时间",9,0,0.00,0.00,0.00%,0,0,0,106065019
"xa-lhszyy","2019-07-23","A-YC-6-[引产]时间-流量",14,0,0.00,0.00,0.00%,0,0,0,106065031
"xa-lhszyy","2019-07-23","A-RL-36-南京人流(主)",5,0,0.00,0.00,0.00%,0,0,0,106065038
"xa-lhszyy","2019-07-23","A-RL-45-南京人流费用",11,1,23.90,23.90,9.09%,0,0,0,106065045
"xa-lhszyy","2019-07-23","A-RL-43-人流费用",9,0,0.00,0.00,0.00%,0,0,0,106065051
"xa-lhszyy","2019-07-23","A-RL-67-药流费用",6,0,0.00,0.00,0.00%,0,0,0,106065057
"xa-lhszyy","2019-07-23","A-FKJC-4-妇科检查",37,2,3.16,1.58,5.41%,0,0,0,106065092
"xa-lhszyy","2019-07-23","A-HY-2-妇科医院",81,0,0.00,0.00,0.00%,0,0,0,106065095
"xa-lhszyy","2019-07-23","A-RL-11-[人流]时间-X周-m",7,1,5.82,5.82,14.29%,0,0,0,106065105
"xa-lhszyy","2019-07-23","A-RL-18-[人流]时间-X月-m",4,0,0.00,0.00,0.00%,0,0,0,106065108
"xa-lhszyy","2019-07-23","A-RL-12-[人流]流量-m",11,1,18.77,18.77,9.09%,0,0,0,106065118
"xa-lhszyy","2019-07-23","A-RL-33-[人流]医院-综合-m",20,0,0.00,0.00,0.00%,0,0,0,106065136
"xa-lhszyy","2019-07-23","A-YC-68-引产时间",15,0,0.00,0.00,0.00%,0,0,0,106065146
"xa-lhszyy","2019-07-23","A-YC-72-引产时间-费用 1",1,0,0.00,0.00,0.00%,0,0,0,106065149
"xa-lhszyy","2019-07-23","A-PP [品牌]-莲湖生殖2",6,1,9.78,9.78,16.67%,0,0,0,71155658
"xa-lhszyy","2019-07-23","A-YC-40-[引产]怀孕月份",1,0,0.00,0.00,0.00%,0,0,0,106065009
"xa-lhszyy","2019-07-23","A-YC-54-引产 MO",2,0,0.00,0.00,0.00%,0,0,0,106065021
"xa-lhszyy","2019-07-23","A-YC-13-[引产]时间-月",2,0,0.00,0.00,0.00%,0,0,0,106065073
"xa-lhszyy","2019-07-23","A-PP 泛-品牌词@",4,0,0.00,0.00,0.00%,0,0,0,89902957
"xa-lhszyy","2019-07-23","A-RL [计生]-流产",2,0,0.00,0.00,0.00%,0,0,0,101214204
"xa-lhszyy","2019-07-23","A-YC-4-引产",1,0,0.00,0.00,0.00%,0,0,0,106065023
"xa-lhszyy","2019-07-23","A-RL-63-南京药流费用",1,0,0.00,0.00,0.00%,0,0,0,106065060
"xa-lhszyy","2019-07-23","A-RL-74-药流新词",24,1,5.77,5.77,4.17%,0,0,0,106065080
"xa-lhszyy","2019-07-23","A-RL-24-[人流]医院-流量",16,0,0.00,0.00,0.00%,0,0,0,106065129
"xa-lhszyy","2019-07-23","A-ZZY-15-检查-hcg",1,0,0.00,0.00,0.00%,0,0,0,106065186
"xa-lhszyy","2019-07-23","A-YC-62-非-引产-量",1,0,0.00,0.00,0.00%,0,0,0,106065030
"xa-lhszyy","2019-07-23","A-RL-37-人流 MO 医院",2,0,0.00,0.00,0.00%,0,0,0,106065039
"xa-lhszyy","2019-07-23","A-YC-83-引产时间-费用",5,0,0.00,0.00,0.00%,0,0,0,106065173
"xa-lhszyy","2019-07-23","A-RL [计生]-流产其他",3,0,0.00,0.00,0.00%,0,0,0,101214193
"xa-lhszyy","2019-07-23","A-FKJC-1-妇科检查",14,0,0.00,0.00,0.00%,0,0,0,106065089
"xa-lhszyy","2019-07-23","A-YC-81-[引产]流量",1,0,0.00,0.00,0.00%,0,0,0,106065175
"xa-lhszyy","2019-07-23","A-HY【妇科】-妇科医院哪好@",4,0,0.00,0.00,0.00%,0,0,0,89902971
"xa-lhszyy","2019-07-23","A-ZZY-7-人流[早孕]",1,0,0.00,0.00,0.00%,0,0,0,106064985
"xa-lhszyy","2019-07-23","A-RL-61-三个月流产",2,0,0.00,0.00,0.00%,0,0,0,106065067
"xa-lhszyy","2019-07-23","A-ZZY-1-[非地域]早孕-意外怀孕",1,0,0.00,0.00,0.00%,0,0,0,106065166
"xa-lhszyy","2019-07-23","A-YC-57-引产时间",1,0,0.00,0.00,0.00%,0,0,0,106065028
"xa-lhszyy","2019-07-23","A-RL-9-（非地域）流产",3,0,0.00,0.00,0.00%,0,0,0,106065082
"xa-lhszyy","2019-07-23","A-RL [计生]-人流短语",1,0,0.00,0.00,0.00%,0,0,0,101214195
"xa-lhszyy","2019-07-23","A-RL [计生]-流产 哪里",1,0,0.00,0.00,0.00%,0,0,0,101214207
"xa-lhszyy","2019-07-23","A-RL-16-[人流]医院-m",2,0,0.00,0.00,0.00%,0,0,0,106065106
"xa-lhszyy","2019-07-23","A-YC-74-引流",1,1,4.77,4.77,100.00%,0,0,0,106065139
"xa-lhszyy","2019-07-23","A-PP [品牌词]-莲湖生殖1【01B】",2,0,0.00,0.00,0.00%,0,0,0,89902970
"xa-lhszyy","2019-07-23","A-YC-88-[引产全词]",1,0,0.00,0.00,0.00%,0,0,0,106065169
"xa-lhszyy","2019-07-23","A-PP-1-品牌词玛丽医院",1,0,0.00,0.00,0.00%,0,0,0,106065115
"xa-lhszyy","2019-07-23","A-RL-23-[时间]X月-m",2,0,0.00,0.00,0.00%,0,0,0,106065132
"xa-lhszyy","2019-07-23","A-RL-34-（非地域）打胎",1,0,0.00,0.00,0.00%,0,0,0,106065137
